anzahl;vorname;geschlecht;position
1;Ersin;w;2
1;Deen;m;2
1;Esma;w;2
1;Dzhavatkhanovič;m;2
1;Esosa;w;2
1;Elian;m;2
1;Fernanda;w;2
1;Elias;m;2
1;Florentine;w;2
1;Elior;m;2
1;Franzisca;w;2
1;Emilio;m;2
1;Frieda;w;2
1;Emir;m;2
1;Friederike;w;2
1;Enes;m;2
1;Gabriella;w;2
1;Enitan;m;2
1;Grete;w;2
1;Enrico;m;2
1;Hafize;w;2
1;Ensar;m;2
1;Hanna;w;2
1;Enzo;m;2
1;Havda;w;2
1;Eren;m;2
1;Helena;w;2
1;Eriayo;m;2
1;Helin;w;2
1;Esat;m;2
1;Hertha;w;2
1;Ewald;m;2
1;Hristova;w;2
1;Fidel;m;2
1;Hà;w;2
1;Findus;m;2
1;Ilana;w;2
1;Fırat;m;2
1;İlkim;w;2
1;Fitzwilliam;m;2
1;İrmak;w;2
1;Flinn;m;2
1;Isabelle;w;2
1;Frank;m;2
1;Islim;w;2
1;Franz;m;2
1;Ismail;w;2
1;Fynn;m;2
1;Ivanova;w;2
1;Gerhard;m;2
1;Jane;w;2
1;Güneş;m;2
1;Joana;w;2
1;Halis;m;2
1;Joline;w;2
1;Hashem;m;2
1;Josephine;w;2
1;Helios;m;2
1;Josline;w;2
1;Heval;m;2
1;Juni;w;2
1;Hieronim;m;2
1;Karin;w;2
1;Hızır;m;2
1;Karla;w;2
1;Hoàng;m;2
1;Katharina;w;2
1;Hubert;m;2
1;Khwaka;w;2
1;Hüseyin;m;2
1;Kibibi;w;2
1;Idris;m;2
1;Kinga;w;2
1;Ikechukwu;m;2
1;Lea;w;2
1;Ilijas;m;2
1;Leni;w;2
1;Ivanov;m;2
1;Leonie;w;2
1;Jackson;m;2
1;Leyla;w;2
1;Jakob;m;2
1;Liane;w;2
1;Jannik;m;2
1;Liliana;w;2
1;Jannis;m;2
1;Lilibeth;w;2
1;Jens;m;2
1;Lilien;w;2
1;Jonah;m;2
1;Lilly;w;2
1;Jordan;m;2
1;Lina;w;2
1;Joris;m;2
1;Linnea;w;2
1;Josef;m;2
1;Lucia;w;2
1;Joseph;m;2
1;Lucy;w;2
1;Julius;m;2
1;Madina;w;2
1;Jussuf;m;2
1;Magdalena;w;2
1;Kain;m;2
1;Magomed-Salakhovna;w;2
1;Karim;m;2
1;Mailin;w;2
1;Khamzatovič;m;2
1;Majah;w;2
1;Khatir;m;2
1;Malivanh;w;2
1;Kristev;m;2
1;Malou;w;2
1;Kurt;m;2
1;Maren;w;2
1;Kweku;m;2
1;Marga;w;2
1;Kürşad;m;2
1;Marietta;w;2
1;Leo;m;2
1;Marleen;w;2
1;Liam;m;2
1;Marta;w;2
1;Liano;m;2
1;Martina;w;2
1;Lias;m;2
1;Melike;w;2
1;Ludwig;m;2
1;Meryem;w;2
1;Mailo;m;2
1;Mia;w;2
1;Marcel;m;2
1;Michaela;w;2
1;Marcin;m;2
1;Miriam;w;2
1;Marcu;m;2
1;Mouaha;w;2
1;Marlon;m;2
1;Mursal;w;2
1;Marvin;m;2
1;Mylane;w;2
1;Matthias;m;2
1;Nana;w;2
1;Mawuena;m;2
1;Nayé;w;2
1;Maxim;m;2
1;Ndobe;w;2
1;Mikail;m;2
1;Nedkova;w;2
1;Mikle;m;2
1;Nhi;w;2
1;Minh;m;2
1;Nikolina;w;2
1;Mirza;m;2
1;Nour;w;2
1;Mohamed;m;2
1;Nur;w;2
1;Muhittin;m;2
1;Oblade;w;2
1;Mussa;m;2
1;Oliana;w;2
1;Naël;m;2
1;Onurova;w;2
1;Nepomuk;m;2
1;Onyinyechukwu;w;2
1;Nico;m;2
1;Osatohanwen;w;2
1;Noah;m;2
1;Pauline;w;2
1;Obi;m;2
1;Ramiza;w;2
1;Omar;m;2
1;Rebekka;w;2
1;Orhan;m;2
1;Regina;w;2
1;Oscar;m;2
1;Reginovna;w;2
1;Oskar;m;2
1;Renata;w;2
1;Osman;m;2
1;Sabine;w;2
1;Patrick;m;2
1;Sabrina;w;2
1;Phares;m;2
1;Salwa;w;2
1;Philippe;m;2
1;Sara;w;2
1;Pietro;m;2
1;Sena;w;2
1;Piotr;m;2
1;Serra;w;2
1;Ragnar;m;2
1;Sharone;w;2
1;Redzhebov;m;2
1;Shibilova;w;2
1;Ricardo;m;2
1;Sia;w;2
1;Roni;m;2
1;Simeonova;w;2
1;Ryan;m;2
1;Soraya;w;2
1;Said;m;2
1;Su;w;2
1;Salim;m;2
1;Susanne;w;2
1;Samuel;m;2
1;Tabea;w;2
1;Sebastian;m;2
1;Talea;w;2
1;Selman;m;2
1;Teresa;w;2
1;Seon;m;2
1;Thida;w;2
1;Sergio;m;2
1;Tiara;w;2
1;Serhat;m;2
1;Tuana;w;2
1;Serif;m;2
1;Tuba;w;2
1;Siraç;m;2
1;Valentina;w;2
1;Sky-William;m;2
1;Vanessa;w;2
1;Stanislavov;m;2
1;Viktoria;w;2
1;Taju;m;2
1;Virginia;w;2
1;Taylor;m;2
1;Viviana;w;2
1;Theo;m;2
1;Vy;w;2
1;Tim;m;2
1;Wally;w;2
1;Tomasz;m;2
1;Yabouh;w;2
1;Tudor;m;2
1;Yaren;w;2
1;Tuğrul;m;2
1;Yen;w;2
1;Tyler;m;2
1;Yuna;w;2
1;Tyson;m;2
1;Zehra;w;2
1;Vasilija;m;2
1;Zeynep;w;2
1;Wilhelm;m;2
1;Zofia;w;2
1;Witali;m;2
1;Zojë;w;2
1;Yaron;m;2
1;Yasar;m;2
1;Yasin;m;2
1;Yasir;m;2
1;Yaw;m;2
1;Yedidya;m;2
1;Yilmaz;m;2
1;Yumer;m;2
1;Łukasz;m;2
1;Şerif;m;2
1;Abdelrahman;m;1
1;Abdul-Aziz;m;1
1;Abdulhamid;m;1
1;Abdulrahman;m;1
1;Adisa;w;1
1;Aboubacar;m;1
1;Adrijana;w;1
1;Adit;m;1
1;Aleksandra;w;1
1;Adonis;m;1
1;Aliaa;w;1
1;Adrian;m;1
1;Alicia;w;1
1;Ahmad;m;1
1;Alisha;w;1
1;Ahmed;m;1
1;Alissa;w;1
1;Aiden;m;1
1;Aliyah-Medina;w;1
1;Ajus;m;1
1;Alma;w;1
1;Alan;m;1
1;Amalia;w;1
1;Alejo;m;1
1;Amaliya;w;1
1;Aleksej-Arkadiusz;m;1
1;Amanda;w;1
1;Alessandro;m;1
1;Amelia;w;1
1;Alessio;m;1
1;Amelie-Alexandra;w;1
1;Alex;m;1
1;Amina;w;1
1;Alexander-Liam;m;1
1;An;w;1
1;Aliyar;m;1
1;Andjeli;w;1
1;Amilo-Lateef;m;1
1;Anissa;w;1
1;Amin;m;1
1;Anja;w;1
1;Anas;m;1
1;Anna-Sophie;w;1
1;Anaser;m;1
1;Anne;w;1
1;Anthony;m;1
1;Annik;w;1
1;Antony;m;1
1;Armina;w;1
1;Aras;m;1
1;Arnisa;w;1
1;Arav;m;1
1;Asanat;w;1
1;Arbin;m;1
1;Asel;w;1
1;Ardijan;m;1
1;Asena-Sahvannah;w;1
1;Arel;m;1
1;Asiya;w;1
1;Aren;m;1
1;Asmin;w;1
1;Arslan;m;1
1;Assia;w;1
1;Asim;m;1
1;Asya;w;1
1;Aurelio;m;1
1;Auphia;w;1
1;Ayas;m;1
1;Ayla;w;1
1;Ayaz;m;1
1;Bahtum;w;1
1;Aybars;m;1
1;Beatrice;w;1
1;Ayomide;m;1
1;Bedia;w;1
1;Azad;m;1
1;Beritan;w;1
1;Barzani;m;1
1;Bilkis;w;1
1;Batuhan;m;1
1;Blanka;w;1
1;Ben;m;1
1;Brianna;w;1
1;Benaiah;m;1
1;Brienne;w;1
1;Benedict;m;1
1;Bảo;w;1
1;Benjamin;m;1
1;Catalina;w;1
1;Bennet;m;1
1;Celia;w;1
1;Berat;m;1
1;Celiya;w;1
1;Casimir;m;1
1;Ceyda;w;1
1;Cengiz;m;1
1;Clara;w;1
1;Chimsimdi;m;1
1;Crina;w;1
1;Christopher;m;1
1;Daisy;w;1
1;Civan;m;1
1;Dalila;w;1
1;Clemens;m;1
1;Dana;w;1
1;Cody;m;1
1;Defne;w;1
1;Danny;m;1
1;Didem;w;1
1;Darian;m;1
1;Dilara;w;1
1;Davud;m;1
1;Dilda;w;1
1;Dean;m;1
1;Djamila;w;1
1;Deen;m;1
1;Djana;w;1
1;Demir;m;1
1;Dzejla;w;1
1;Deniz-Can;m;1
1;Dóra;w;1
1;Dersu;m;1
1;Eda;w;1
1;Dev;m;1
1;Elara;w;1
1;Diego;m;1
1;Elay;w;1
1;Dılowan;m;1
1;Eleni;w;1
1;Djery;m;1
1;Eleonora;w;1
1;Domenic;m;1
1;Elin;w;1
1;Dominik;m;1
1;Elisa;w;1
1;Don;m;1
1;Ellen;w;1
1;Ebu;m;1
1;Elvan;w;1
1;Eden;m;1
1;Emely;w;1
1;Efehan;m;1
1;Emiko;w;1
1;Elia;m;1
1;Emina;w;1
1;Elion;m;1
1;Emine;w;1
1;Ellis;m;1
1;Emmalyn;w;1
1;Emiliano;m;1
1;Enesa;w;1
1;Emir;m;1
1;Era;w;1
1;Emre;m;1
1;Erva-Nur;w;1
1;Erasmus;m;1
1;Esila;w;1
1;Eray;m;1
1;Eslem;w;1
1;Ewan;m;1
1;Esra;w;1
1;Eyüp;m;1
1;Eva;w;1
1;Fadel;m;1
1;Evindılda;w;1
1;Fadi;m;1
1;Evla;w;1
1;Fahri;m;1
1;Fabienne;w;1
1;Faried;m;1
1;Fatemeh;w;1
1;Felix;m;1
1;Fatıma;w;1
1;Fernando;m;1
1;Fatma;w;1
1;Fidel;m;1
1;Finja;w;1
1;Fiete;m;1
1;Finnja;w;1
1;Filip;m;1
1;Fiona;w;1
1;Flavio;m;1
1;Florentine;w;1
1;Fredrick;m;1
1;Freyja;w;1
1;Friedrich;m;1
1;Ganka;w;1
1;Gabriel;m;1
1;Gloria;w;1
1;Gabriele;m;1
1;Gyulshen;w;1
1;Galian;m;1
1;Gülhan;w;1
1;Gemuh;m;1
1;Gülin;w;1
1;Georg-Michael;m;1
1;Ha;w;1
1;Georgi;m;1
1;Hadischa;w;1
1;Geronimo;m;1
1;Hadisha;w;1
1;Giuliano;m;1
1;Hafsa;w;1
1;Gustav;m;1
1;Hailey;w;1
1;Habib;m;1
1;Halina;w;1
1;Hamdin;m;1
1;Hanadi;w;1
1;Hamza;m;1
1;Hazal;w;1
1;Hasan;m;1
1;Helene;w;1
1;Hasib;m;1
1;Helin;w;1
1;Hawand;m;1
1;Hesna;w;1
1;Henry;m;1
1;Hibba;w;1
1;Hristian;m;1
1;Hira;w;1
1;Idris;m;1
1;Hollie;w;1
1;Ilai;m;1
1;Holly;w;1
1;Ilkay;m;1
1;Howaida;w;1
1;Issa;m;1
1;Ida;w;1
1;Ivan;m;1
1;Ifunanya;w;1
1;Jackson;m;1
1;İkra;w;1
1;Jaheem;m;1
1;Ilay;w;1
1;Jakob;m;1
1;Isabelle;w;1
1;Jakub;m;1
1;Jaina;w;1
1;Jan-Lino;m;1
1;Janna;w;1
1;Janosch;m;1
1;Jasmin;w;1
1;Jaromir;m;1
1;Jeyla;w;1
1;Jax;m;1
1;Jinan;w;1
1;Jayden;m;1
1;Joana;w;1
1;Jermaine;m;1
1;Joanna;w;1
1;Joel;m;1
1;Jolin;w;1
1;John;m;1
1;Jolina;w;1
1;Jorah;m;1
1;Jordy-May;w;1
1;Joud;m;1
1;Josefina;w;1
1;Julien;m;1
1;Josefine;w;1
1;Julius;m;1
1;Josephine;w;1
1;Justus;m;1
1;Josey;w;1
1;Kaan;m;1
1;Joumana;w;1
1;Kai;m;1
1;Joy;w;1
1;Kasimir;m;1
1;Julia;w;1
1;Kassim;m;1
1;Juna;w;1
1;Keanu;m;1
1;Kabeel;w;1
1;Kemo;m;1
1;Kahani;w;1
1;Kerem;m;1
1;Kaja;w;1
1;Khaled;m;1
1;Kalea;w;1
1;Khizar;m;1
1;Kayra;w;1
1;Kian;m;1
1;Keylia;w;1
1;Kinan;m;1
1;Khadidja;w;1
1;Konstantin;m;1
1;Kimberly;w;1
1;Kristijan;m;1
1;Lajla;w;1
1;Kuzey;m;1
1;Lamina;w;1
1;Kyan;m;1
1;Lana;w;1
1;Laron;m;1
1;Laryssa;w;1
1;Lato;m;1
1;Laura;w;1
1;Leandro;m;1
1;Lavin;w;1
1;Ledion;m;1
1;Layal;w;1
1;Lennier;m;1
1;Layan;w;1
1;Lennox;m;1
1;Layian;w;1
1;Leo;m;1
1;Laís;w;1
1;Lewian;m;1
1;Leonie-Lara;w;1
1;Liam-Elias;m;1
1;Lia;w;1
1;Liam-Taylor;m;1
1;Lian;w;1
1;Linus;m;1
1;Liime;w;1
1;Lio;m;1
1;Lilja;w;1
1;Lionel;m;1
1;Lilli;w;1
1;Lior;m;1
1;Lily;w;1
1;Liran;m;1
1;Lin;w;1
1;Lorenzo;m;1
1;Linn;w;1
1;Louan;m;1
1;Liyana-Amilia;w;1
1;Loïc;m;1
1;Loreley;w;1
1;Luan;m;1
1;Lorien;w;1
1;Léon;m;1
1;Lotti;w;1
1;Mahdi;m;1
1;Lou-Sophie;w;1
1;Mahmut;m;1
1;Lucija;w;1
1;Maksimilijan;m;1
1;Lucía;w;1
1;Malik;m;1
1;Luisa;w;1
1;Malkhas;m;1
1;Lynn;w;1
1;Marafa;m;1
1;Malia;w;1
1;Mark;m;1
1;Maline;w;1
1;Marlow;m;1
1;Manessa;w;1
1;Martin;m;1
1;Manuela;w;1
1;Matin;m;1
1;Mariah;w;1
1;Matteo;m;1
1;Marija;w;1
1;Mattheo;m;1
1;Marwa;w;1
1;Mehmet;m;1
1;Masa;w;1
1;Mert-Agir;m;1
1;Masal;w;1
1;Metehan;m;1
1;Melek-Nur;w;1
1;Mic-Gavin;m;1
1;Melis;w;1
1;Migel;m;1
1;Merjem;w;1
1;Miraç;m;1
1;Meryem;w;1
1;Mirza;m;1
1;Michalina;w;1
1;Mirzan;m;1
1;Mihrimah;w;1
1;Mladen;m;1
1;Mija;w;1
1;Mohamed;m;1
1;Mika;w;1
1;Mohssen;m;1
1;Milana;w;1
1;Moise;m;1
1;Milena;w;1
1;Moritz;m;1
1;Milica;w;1
1;Morrello-Emilio;m;1
1;Milou;w;1
1;Mousa;m;1
1;Mina;w;1
1;Moussa;m;1
1;Minel;w;1
1;Muhammad;m;1
1;Minh;w;1
1;Mustafa;m;1
1;Minoo;w;1
1;Nafez;m;1
1;Mirabelle;w;1
1;Nasreddine;m;1
1;Miray;w;1
1;Natanael;m;1
1;Miriam;w;1
1;Nayher;m;1
1;Miya;w;1
1;Neymar;m;1
1;Miyah;w;1
1;Niall;m;1
1;Muska;w;1
1;Nicolai;m;1
1;Mya;w;1
1;Nikita;m;1
1;Mélyn;w;1
1;Nikodem;m;1
1;Nahla;w;1
1;Nikola;m;1
1;Nana;w;1
1;Nikos;m;1
1;Natalie;w;1
1;Nilas;m;1
1;Natasha;w;1
1;Obinasom;m;1
1;Neele;w;1
1;Oktay;m;1
1;Neema;w;1
1;Olaf;m;1
1;Nefes;w;1
1;Omar;m;1
1;Nela;w;1
1;Onur;m;1
1;Nil;w;1
1;Oscar;m;1
1;Nila;w;1
1;Oskar;m;1
1;Nilay;w;1
1;Osman;m;1
1;Nina;w;1
1;Pascha;m;1
1;Noemi;w;1
1;Paul;m;1
1;Nourjan;w;1
1;Peter-Arjen;m;1
1;Nysa;w;1
1;Qais;m;1
1;Ode;w;1
1;Rami;m;1
1;Olga;w;1
1;Ramis;m;1
1;Onk;w;1
1;Ranvit;m;1
1;Paola;w;1
1;Rasmi;m;1
1;Paula;w;1
1;Rayan;m;1
1;Paulina;w;1
1;Ribal;m;1
1;Pia;w;1
1;Robin;m;1
1;Praise;w;1
1;Roni;m;1
1;Rachel;w;1
1;Rosario;m;1
1;Rahel;w;1
1;Rumo;m;1
1;Rim;w;1
1;Said;m;1
1;Rita;w;1
1;Salahdin;m;1
1;Rojda;w;1
1;Sami;m;1
1;Ronja;w;1
1;Samuel;m;1
1;Rose;w;1
1;Sancar;m;1
1;Rosé;w;1
1;Schahan;m;1
1;Rozalia;w;1
1;Selim;m;1
1;Rozerin;w;1
1;Semih;m;1
1;Ruken;w;1
1;Serdar;m;1
1;Rüyanur;w;1
1;Serdem;m;1
1;Safia;w;1
1;Serhad;m;1
1;Safija;w;1
1;Shahin;m;1
1;Safowaa;w;1
1;Shervan;m;1
1;Sarah;w;1
1;Siraj-Ghzel;m;1
1;Sarai;w;1
1;Solomon;m;1
1;Savannah;w;1
1;Spencer;m;1
1;Sayali;w;1
1;Taavi;m;1
1;Sebile;w;1
1;Taha;m;1
1;Selma;w;1
1;Takumi;m;1
1;Sevcan;w;1
1;Taylor;m;1
1;Shahad;w;1
1;Teoman;m;1
1;Sila;w;1
1;Theo;m;1
1;Sofia-Maria;w;1
1;Theodor;m;1
1;Sonja;w;1
1;Tim;m;1
1;Suad;w;1
1;Timur;m;1
1;Sudem;w;1
1;Tobias;m;1
1;Susan;w;1
1;Tom;m;1
1;Talya;w;1
1;Toma;m;1
1;Tamara;w;1
1;Torn;m;1
1;Tamia;w;1
1;Tron;m;1
1;Tamira;w;1
1;Tymoteusz;m;1
1;Tanem;w;1
1;Tyren;m;1
1;Tantchou;w;1
1;Usama;m;1
1;Thị;w;1
1;Valentino;m;1
1;Tida;w;1
1;Vasilije;m;1
1;Tsetsen;w;1
1;Viktor;m;1
1;Valerie;w;1
1;Vincent;m;1
1;Viara;w;1
1;Vincenzo;m;1
1;Victoria;w;1
1;Vittorio;m;1
1;Viktoria;w;1
1;Vujadin;m;1
1;Yalie;w;1
1;Yakub;m;1
1;Yango;w;1
1;Yaman;m;1
1;Yara;w;1
1;Yamen;m;1
1;Yaren;w;1
1;Yaqub;m;1
1;Yağmur;w;1
1;Yavuz;m;1
1;Yüsra;w;1
1;Yazan;m;1
1;Zahide;w;1
1;Yaşar;m;1
1;Zehra;w;1
1;Yiğit;m;1
1;Zoi;w;1
1;Younes;m;1
1;Zoya;w;1
1;Yousef;m;1
1;Zuzanna;w;1
1;Yusef;m;1
1;Şevval;w;1
1;Yven;m;1
1;Şura;w;1
1;Zaahir;m;1
1;Zain;m;1
1;Zein;m;1
1;Ziad;m;1
1;Zine;m;1
1;Zülfikar;m;1
1;Đăng;m;1
