anzahl;vorname;geschlecht;position
3;Benno;m;1
3;Kira;w;1
3;Berkan;m;1
3;Leni;w;1
3;Bilal;m;1
3;Liv;w;1
3;Eliyas;m;1
3;Liyah;w;1
3;Enno;m;1
3;Luise;w;1
3;Fritz;m;1
3;Lynn;w;1
3;Gustav;m;1
3;Magdalena;w;1
3;Idris;m;1
3;Maja;w;1
3;Ilay;m;1
3;Marla;w;1
3;Isa;m;1
3;Martha;w;1
3;Jamal;m;1
3;Matilda;w;1
3;Johan;m;1
3;Medina;w;1
3;Joschua;m;1
3;Milena;w;1
3;Kerem;m;1
3;Mina;w;1
3;Kilian;m;1
3;Nala;w;1
3;Kiyan;m;1
3;Nika;w;1
3;Konstantin;m;1
3;Nilay;w;1
3;Leonidas;m;1
3;Nour;w;1
3;Luka;m;1
3;Paulina;w;1
3;Mahmoud;m;1
3;Samira;w;1
3;Marlon;m;1
3;Sila;w;1
3;Mateo;m;1
3;Thea;w;1
3;Mats;m;1
3;Tuana;w;1
3;Moussa;m;1
3;Yasemin;w;1
3;Muhammad;m;1
3;Zoe;w;1
3;Mustafa;m;1
3;Nico;m;1
3;Nino;m;1
3;Osman;m;1
3;Philip;m;1
3;Philipp;m;1
3;Robin;m;1
3;Samir;m;1
3;Taim;m;1
3;Viktor;m;1
3;Yassin;m;1
3;Youssef;m;1
3;Yusef;m;1
2;Andreas;m;3
2;Hadi;m;3
2;Junior;m;3
2;Mohamed;w;3
2;Minh;m;3
2;Alexandra;w;2
2;Amira;w;2
2;Angelique;w;2
2;Adonis;m;2
2;Antonia;w;2
2;Alfred;m;2
2;Ariya;w;2
2;Andreas;m;2
2;Elaine;w;2
2;André;m;2
2;Eleni;w;2
2;Anton;m;2
2;Elif;w;2
2;Aras;m;2
2;Ellie;w;2
2;Arthur;m;2
2;Emily;w;2
2;Benedikt;m;2
2;Emine;w;2
2;Brian;m;2
2;Fatma;w;2
2;Carl;m;2
2;Fiona;w;2
2;Daniel;m;2
2;Franziska;w;2
2;Efe;m;2
2;Friederike;w;2
2;Elija;m;2
2;Grace;w;2
2;Elyas;m;2
2;Helena;w;2
2;Emilian;m;2
2;Henriette;w;2
2;Emilov;m;2
2;Jagoda;w;2
2;Emir;m;2
2;Jolene;w;2
2;Ensar;m;2
2;Juna;w;2
2;Eren;m;2
2;Karlotta;w;2
2;Eymen;m;2
2;Katarina;w;2
2;Finn;m;2
2;Kim;w;2
2;Finnley;m;2
2;Lara;w;2
2;Franz;m;2
2;Liliana;w;2
2;Fritz;m;2
2;Lou;w;2
2;Haydar;m;2
2;Louisa;w;2
2;Isa;m;2
2;Magdalena;w;2
2;Jacob;m;2
2;Mari;w;2
2;Jakob;m;2
2;Marleen;w;2
2;Jonathan;m;2
2;Marlene;w;2
2;Joshua;m;2
2;Matilda;w;2
2;Julian;m;2
2;Miray;w;2
2;Juri;m;2
2;Sara;w;2
2;Karl;m;2
2;Sarah;w;2
2;Leonard;m;2
2;Tilda;w;2
2;Levin;m;2
2;Viktoria;w;2
2;Loki;m;2
2;Lukas;m;2
2;Marcus;m;2
2;Maria;m;2
2;Mario;m;2
2;Martin;m;2
2;Matheo;m;2
2;Mattheo;m;2
2;Mehmet;m;2
2;Milan;m;2
2;Minh;m;2
2;Muhammad;m;2
2;Musa;m;2
2;Mustafa;m;2
2;Nathanael;m;2
2;Nwaf;m;2
2;Orhan;m;2
2;Otis;m;2
2;Rainer;m;2
2;Richard;m;2
2;Selim;m;2
2;Solomon;m;2
2;Stefan;m;2
2;Theo;m;2
2;Thomas;m;2
2;Vinícius;m;2
2;Wilhelm;m;2
2;Yahya;m;2
2;Yousef;m;2
2;Yusuf;m;2
2;Ada;w;1
2;Adriana;w;1
2;Aisha;w;1
2;Alea;w;1
2;Alexandra;w;1
2;Alice;w;1
2;Alin;w;1
2;Aliya;w;1
2;Amal;w;1
2;Amara;w;1
2;Amila;w;1
2;Amilia;w;1
2;Anastasija;w;1
2;Adem;m;1
2;Annabelle;w;1
2;Aiden;m;1
2;Arin;w;1
2;Alfred;m;1
2;Arya;w;1
2;Alper;m;1
2;Aseel;w;1
2;Alperen;m;1
2;Asel;w;1
2;Amel;m;1
2;Ava;w;1
2;Anas;m;1
2;Açelya;w;1
2;Anthony;m;1
2;Carlotta;w;1
2;Arda;m;1
2;Caroline;w;1
2;Arian;m;1
2;Denisa;w;1
2;Arijan;m;1
2;Diana;w;1
2;Aslan;m;1
2;Dila;w;1
2;Attila;m;1
2;Dunja;w;1
2;Ayman;m;1
2;Dunya;w;1
2;Azad;m;1
2;Eliana;w;1
2;Batuhan;m;1
2;Elisabeth;w;1
2;Bela;m;1
2;Elise;w;1
2;Carlo;m;1
2;Emelie;w;1
2;Ciwan;m;1
2;Emilija;w;1
2;Constantin;m;1
2;Emmy;w;1
2;Damian;m;1
2;Evsa;w;1
2;Dominic;m;1
2;Ezgi;w;1
2;Edgar;m;1
2;Felicitas;w;1
2;Efe;m;1
2;Hafsa;w;1
2;Elia;m;1
2;Hala;w;1
2;Elyas;m;1
2;Helene;w;1
2;Emilian;m;1
2;Hira;w;1
2;Emilio;m;1
2;İkra;w;1
2;Ensar;m;1
2;Ilaf;w;1
2;Eremia;m;1
2;Isabella;w;1
2;Fabian;m;1
2;Janna;w;1
2;Frederik;m;1
2;Joleen;w;1
2;Friedrich;m;1
2;Klea;w;1
2;Georg;m;1
2;Laya;w;1
2;Hannes;m;1
2;Layan;w;1
2;Henri;m;1
2;Leah;w;1
2;Hugo;m;1
2;Leilani;w;1
2;Ilias;m;1
2;Liliana;w;1
2;Iliya;m;1
2;Lilith;w;1
2;Ismail;m;1
2;Lisbeth;w;1
2;Jack;m;1
2;Lola;w;1
2;Jacob;m;1
2;Luana;w;1
2;Jannik;m;1
2;Lucie;w;1
2;Jannis;m;1
2;Mariella;w;1
2;Jari;m;1
2;Marlena;w;1
2;Jaron;m;1
2;Marta;w;1
2;Johann;m;1
2;Maryam;w;1
2;Johannes;m;1
2;Masal;w;1
2;Jonte;m;1
2;Mavi;w;1
2;Jordan;m;1
2;Mayla;w;1
2;Julius;m;1
2;Melissa;w;1
2;Juri;m;1
2;Meva;w;1
2;Karan;m;1
2;Milla;w;1
2;Kjell;m;1
2;Miya;w;1
2;Kylian;m;1
2;Mona;w;1
2;Lennard;m;1
2;Nadia;w;1
2;Lennox;m;1
2;Narin;w;1
2;Lenny;m;1
2;Nathalie;w;1
2;Levian;m;1
2;Nefes;w;1
2;Lewin;m;1
2;Nehir;w;1
2;Lijan;m;1
2;Nila;w;1
2;Lion;m;1
2;Nina;w;1
2;Liyan;m;1
2;Pia;w;1
2;Ludwig;m;1
2;Rabia;w;1
2;Magnus;m;1
2;Ravza;w;1
2;Mahdi;m;1
2;Rayan;w;1
2;Mahmud;m;1
2;Rebecca;w;1
2;Manuel;m;1
2;Ruby;w;1
2;Mark;m;1
2;Sama;w;1
2;Marko;m;1
2;Selin;w;1
2;Martin;m;1
2;Selma;w;1
2;Marvin;m;1
2;Talia;w;1
2;Mattis;m;1
2;Thalia;w;1
2;Mikail;m;1
2;Tilda;w;1
2;Mio;m;1
2;Tuğçe;w;1
2;Miraç;m;1
2;Valeria;w;1
2;Muharrem;m;1
2;Vanessa;w;1
2;Mussa;m;1
2;Vera;w;1
2;Mylo;m;1
2;Veronika;w;1
2;Nael;m;1
2;Viktoria;w;1
2;Nart;m;1
2;Yade;w;1
2;Nevio;m;1
2;Yael;w;1
2;Niclas;m;1
2;Ylvi;w;1
2;Nika;m;1
2;Zahraa;w;1
2;Noa;m;1
2;Zehra;w;1
2;Ole;m;1
2;Züleyha;w;1
2;Omeir;m;1
2;Oscar;m;1
2;Pablo;m;1
2;Pepe;m;1
2;Poyraz;m;1
2;Prince;m;1
2;Rafael;m;1
2;Rio;m;1
2;Ruben;m;1
2;Said;m;1
2;Saleh;m;1
2;Silas;m;1
2;Simon;m;1
2;Stellan;m;1
2;Taha;m;1
2;Tarek;m;1
2;Thiago;m;1
2;Thore;m;1
2;Tilman;m;1
2;Timeo;m;1
2;Timur;m;1
2;Toni;m;1
2;Tony;m;1
2;Trim;m;1
2;Unik;m;1
2;Yakup;m;1
2;Yasir;m;1
2;Zain;m;1
2;Zayn;m;1
2;Çağatay;m;1
1;Maria;m;5
1;Ehimwenma;w;5
1;Gisela;w;5
1;Damian;m;4
1;Anneli;w;4
1;Dhruv;m;4
1;Eloise;w;4
1;Filip;m;4
1;Hefny;w;4
1;Florian;m;4
1;Josephine;w;4
1;Jules;m;4
1;Oladiran;w;4
1;Mont;m;4
1;Ada;w;3
1;Adeniyi;m;3
1;Agnes;w;3
1;Alawaiye;m;3
1;Aki;w;3
1;Amir;m;3
1;Alexandra;w;3
1;Amzi;m;3
1;Alissjah;w;3
1;Arin;m;3
1;Amalie;w;3
1;Barke;m;3
1;Amani;w;3
1;Bernd;m;3
1;Amber;w;3
1;Bernhard;m;3
1;Angeline;w;3
1;Borcoi;m;3
1;Anke;w;3
1;Bukata;m;3
1;Annette;w;3
1;Camaal;m;3
1;Astrid;w;3
1;Cephas;m;3
1;Cennet;w;3
1;Christian;m;3
1;Christine;w;3
1;Daemon;m;3
1;Debora;w;3
1;Danso;m;3
1;Edith;w;3
1;Egener;m;3
1;Elanie;w;3
1;Emilijo;m;3
1;Elanur;w;3
1;Ezekiel;m;3
1;Eleonora;w;3
1;Felix;m;3
1;Elisabeth;w;3
1;Frithjof;m;3
1;Eluney;w;3
1;Fritz;m;3
1;Erna;w;3
1;Gerd;m;3
1;Esma;w;3
1;Gerhard;m;3
1;Esther;w;3
1;Hans;m;3
1;Eucharia;w;3
1;Harry;m;3
1;Fidel;w;3
1;Hayo;m;3
1;Fumi;w;3
1;Hermann;m;3
1;Georgina;w;3
1;Ilay;m;3
1;Gertraud;w;3
1;Ingbert;m;3
1;Gina;w;3
1;Iosif;m;3
1;Greta;w;3
1;Isaevič;m;3
1;Hanna;w;3
1;Jayden;m;3
1;Ingrid;w;3
1;Jean-Paul;m;3
1;Janina;w;3
1;Johannes;m;3
1;Joyce;w;3
1;Jonathan;m;3
1;Kathrin;w;3
1;Julian;m;3
1;Kerstin;w;3
1;Julien;m;3
1;Kosima;w;3
1;Jupp;m;3
1;Käthe;w;3
1;Kaspar;m;3
1;Lidija;w;3
1;Khang;m;3
1;Liv;w;3
1;Koduah;m;3
1;Loni;w;3
1;La;m;3
1;Lorna;w;3
1;Levin;m;3
1;Lovis;w;3
1;Liam;m;3
1;Maria;w;3
1;Ludwig;m;3
1;Mathilda;w;3
1;Luka;m;3
1;Mercedes;w;3
1;Manfred;m;3
1;Meta;w;3
1;Mansor;m;3
1;Mohammad;w;3
1;Marian;m;3
1;Ngân;w;3
1;Marlon;m;3
1;Nico;w;3
1;Maximilian;m;3
1;Nur;w;3
1;Michael;m;3
1;Oluwakemi;w;3
1;Nelson;m;3
1;Pakize;w;3
1;Nikolaus;m;3
1;Paula;w;3
1;Noë;m;3
1;Petra;w;3
1;Omer;m;3
1;Piper;w;3
1;Pal;m;3
1;Rosalie;w;3
1;Peter;m;3
1;Rosemarie;w;3
1;Ragnar;m;3
1;Ruth;w;3
1;Reinhardt;m;3
1;Rylee;w;3
1;Rukelie;m;3
1;Siobhán;w;3
1;Seyyid;m;3
1;Su;w;3
1;Steffen;m;3
1;Talvi;w;3
1;Tamaraudisiin;m;3
1;Thalia;w;3
1;Theodor;m;3
1;Thea;w;3
1;Thomas;m;3
1;Uyen;w;3
1;Uzay;m;3
1;Valeska;w;3
1;Valentin;m;3
1;Viktoria;w;3
1;Vasken;m;3
1;Venkata;m;3
1;Wilhelm;m;3
1;Willi;m;3
1;Wurwur;m;3
1;Yahya;m;3
1;Éric;m;3
1;Abdallah;w;2
1;Abdussalam;w;2
1;Abigail;w;2
1;Abosede;w;2
1;Acda;w;2
1;Aenna;w;2
1;Agnès;w;2
1;Aileen;w;2
1;Alexandrina;w;2
1;Alice;w;2
1;Alidja;w;2
1;Aliova;w;2
1;Almut;w;2
1;Alya;w;2
1;Amalia;w;2
1;Amelia;w;2
1;Amelie;w;2
1;Anabelle;w;2
1;Andrea;w;2
1;Angelika;w;2
1;Angelinova;w;2
1;Anisa;w;2
1;Anneke;w;2
1;Annie;w;2
1;Anuka;w;2
1;Apollonia;w;2
1;Ariane;w;2
1;Arya;w;2
1;Astrid;w;2
1;Asya;w;2
1;Aaron;m;2
1;Athena;w;2
1;Abdulaev;m;2
1;August;w;2
1;Abdulhamid;m;2
1;Aurelia;w;2
1;Abdulkadir;m;2
1;Aurélie;w;2
1;Abdussamed;m;2
1;Aylin;w;2
1;Adam;m;2
1;Aysel;w;2
1;Adar;m;2
1;Ayşe;w;2
1;Adel;m;2
1;Barbara;w;2
1;Adnan;m;2
1;Bettina;w;2
1;Adrijan;m;2
1;Billie;w;2
1;Ahmad;m;2
1;Camila;w;2
1;Ahmet;m;2
1;Cansu;w;2
1;Aj;m;2
1;Carola;w;2
1;Akif;m;2
1;Carolina;w;2
1;Akolade;m;2
1;Catharina;w;2
1;Aky;m;2
1;Celia;w;2
1;Al-Rida;m;2
1;Charlize;w;2
1;Albert;m;2
1;Chayma;w;2
1;Alejandro;m;2
1;Cheyenne;w;2
1;Aleksander;m;2
1;Chinazaekpere;w;2
1;Alp;m;2
1;Chisom;w;2
1;Alrhman;m;2
1;Christa;w;2
1;Alwin;m;2
1;Christin;w;2
1;Amadeus;m;2
1;Christina;w;2
1;Amaro;m;2
1;Christophine;w;2
1;Amin;m;2
1;Clarissa;w;2
1;Amir;m;2
1;Claudia;w;2
1;Amor;m;2
1;Cleo;w;2
1;An;m;2
1;Clotilde;w;2
1;Andreevič;m;2
1;Cornelia;w;2
1;Aniel;m;2
1;Deborah;w;2
1;Anıl;m;2
1;Defne;w;2
1;Anselm;m;2
1;Divine;w;2
1;Anthony;m;2
1;Dzeva;w;2
1;Antonino;m;2
1;Ece;w;2
1;Arel;m;2
1;Ecrin;w;2
1;Arian;m;2
1;Eda;w;2
1;Arin;m;2
1;Edith;w;2
1;Arnold;m;2
1;Edlira;w;2
1;Aron;m;2
1;Effie;w;2
1;Arseny;m;2
1;Efia;w;2
1;Artur;m;2
1;Eijiro;w;2
1;Asaf;m;2
1;Eksat;w;2
1;Astor;m;2
1;Elana;w;2
1;Ata;m;2
1;Elea;w;2
1;Ayodele;m;2
1;Eleanore;w;2
1;Azad;m;2
1;Elfi;w;2
1;Azer;m;2
1;Elin;w;2
1;Azimov;m;2
1;Elina;w;2
1;Aziz;m;2
1;Elisa;w;2
1;Bahri;m;2
1;Elisabetha;w;2
1;Baptiste;m;2
1;Elise;w;2
1;Bela;m;2
1;Elisya;w;2
1;Ben;m;2
1;Ella;w;2
1;Benaia;m;2
1;Eloise;w;2
1;Bene;m;2
1;Elyssa;w;2
1;Benedict;m;2
1;Emanuela;w;2
1;Benjamin;m;2
1;Emma;w;2
1;Bennett;m;2
1;Emrah;w;2
1;Berat;m;2
1;Ernestine;w;2
1;Bernd;m;2
1;Erva;w;2
1;Besir;m;2
1;Esila;w;2
1;Beytullah;m;2
1;Esin;w;2
1;Bilal;m;2
1;Eslem;w;2
1;Björn;m;2
1;Eva;w;2
1;Boahen;m;2
1;Evi;w;2
1;Bronisław;m;2
1;Eyleen;w;2
1;Bulut;m;2
1;Eyşan;w;2
1;Carlos;m;2
1;Ezo;w;2
1;Cassius;m;2
1;Fankova;w;2
1;Celal;m;2
1;Fatima;w;2
1;Charatorn;m;2
1;Felicia;w;2
1;Charlemagne;m;2
1;Felin;w;2
1;Charlie;m;2
1;Felina;w;2
1;Chris;m;2
1;Fenya;w;2
1;Christoph;m;2
1;Finja;w;2
1;Chukwuemeka;m;2
1;Fleur;w;2
1;Civan;m;2
1;Flora;w;2
1;Colin;m;2
1;Francesca;w;2
1;Connor;m;2
1;Gabriela;w;2
1;Constantin;m;2
1;Gabriele;w;2
1;Cosmo;m;2
1;Gabriella;w;2
1;Cristiano;m;2
1;Geli;w;2
1;Cyprian;m;2
1;Greta;w;2
1;Damjan;m;2
1;Gun;w;2
1;Damon;m;2
1;Gül;w;2
1;Danielov;m;2
1;Güneş;w;2
1;Danny;m;2
1;Hafsa;w;2
1;Dario;m;2
1;Hailey;w;2
1;Daven;m;2
1;Hamida;w;2
1;Dean;m;2
1;Hanım;w;2
1;Demir;m;2
1;Hannah;w;2
1;Denis;m;2
1;Hava;w;2
1;Desislav;m;2
1;Hedwig;w;2
1;Devasya;m;2
1;Helen;w;2
1;Deylin;m;2
1;Helene;w;2
1;Dieter;m;2
1;Helga;w;2
1;Dior;m;2
1;Henrika;w;2
1;Dorian;m;2
1;Hera;w;2
1;Dragan;m;2
1;Hermine;w;2
1;Edin;m;2
1;Hermione;w;2
1;Eduard;m;2
1;Hilal;w;2
1;Ehinomen;m;2
1;Hira;w;2
1;Eike;m;2
1;Hope;w;2
1;Elia;m;2
1;Hristova;w;2
1;Eliah;m;2
1;Huang;w;2
1;Elian;m;2
1;Hüma;w;2
1;Eliano;m;2
1;Ida;w;2
1;Elio;m;2
1;İkra;w;2
1;Elrik;m;2
1;Ilka;w;2
1;Elyaz;m;2
1;Inge;w;2
1;Emanuel;m;2
1;Ingrid;w;2
1;Emilio;m;2
1;Irem;w;2
1;Enver;m;2
1;Iris;w;2
1;Ercan;m;2
1;Irma;w;2
1;Erdem;m;2
1;Isabel;w;2
1;Erik;m;2
1;Isabell;w;2
1;Eyüp;m;2
1;Isabella;w;2
1;Fabian;m;2
1;Isabelle;w;2
1;Faik;m;2
1;Ivana;w;2
1;Fazıl;m;2
1;Ivanovna;w;2
1;Felice;m;2
1;Iza;w;2
1;Ferdinand;m;2
1;Jailyn;w;2
1;Fiete;m;2
1;Janice;w;2
1;Finley;m;2
1;Janine;w;2
1;Fitz;m;2
1;Janne;w;2
1;Florian;m;2
1;Jannin;w;2
1;Flynn;m;2
1;Jelena;w;2
1;Franco;m;2
1;Jennifer;w;2
1;Frank;m;2
1;Jiayu;w;2
1;Fred;m;2
1;Jinan;w;2
1;Frederic;m;2
1;Joana;w;2
1;Frederick;m;2
1;Joleen;w;2
1;Frieder;m;2
1;Jolie;w;2
1;Friedrich;m;2
1;Jolina;w;2
1;Gabriel;m;2
1;Josephine;w;2
1;Georg;m;2
1;Julaika;w;2
1;Gerd;m;2
1;Jutta;w;2
1;Gino;m;2
1;Kadriye;w;2
1;Giuliano;m;2
1;Kalyani;w;2
1;Gounia;m;2
1;Karlina;w;2
1;Gray;m;2
1;Karolina;w;2
1;Grigorovič;m;2
1;Kassandra;w;2
1;Gunnar;m;2
1;Katarzyna;w;2
1;Günter;m;2
1;Kerstin;w;2
1;Haider;m;2
1;Ketewan;w;2
1;Halit;m;2
1;Khaula;w;2
1;Hamadi;m;2
1;Kiana;w;2
1;Hamza;m;2
1;Kira;w;2
1;Hassan;m;2
1;Kirilova;w;2
1;Hendrik;m;2
1;Klara;w;2
1;Henning;m;2
1;Klementina;w;2
1;Henri;m;2
1;Kübra;w;2
1;Henry;m;2
1;Latti;w;2
1;Henryk;m;2
1;Laura;w;2
1;Herbert;m;2
1;Lea;w;2
1;Husam;m;2
1;Leilani;w;2
1;Hussein;m;2
1;Lene;w;2
1;Ibrahim;m;2
1;Leona;w;2
1;Ihab;m;2
1;Leonie;w;2
1;Ilay;m;2
1;Leyla;w;2
1;Ilias;m;2
1;Liara;w;2
1;Ilja;m;2
1;Lien;w;2
1;Immanuel;m;2
1;Lilith;w;2
1;Immo;m;2
1;Lilo;w;2
1;Iosif;m;2
1;Lima;w;2
1;Isaac;m;2
1;Lina;w;2
1;Ismael;m;2
1;Lio;w;2
1;Iyan;m;2
1;Ljubinka;w;2
1;Jadon;m;2
1;Lorca;w;2
1;Jaiden;m;2
1;Loredana;w;2
1;Jamie;m;2
1;Loreley;w;2
1;Jannis;m;2
1;Lorin;w;2
1;Jaro;m;2
1;Lotta;w;2
1;Jawad;m;2
1;Lotte;w;2
1;Jaxson;m;2
1;Luciana;w;2
1;Jay;m;2
1;Lucy;w;2
1;Jaycob;m;2
1;Luna;w;2
1;Jebran;m;2
1;Lusiana;w;2
1;Jeff;m;2
1;Luzie;w;2
1;Jeremias;m;2
1;Lyana;w;2
1;Jeremy;m;2
1;Lydia;w;2
1;Jerone;m;2
1;Mabel;w;2
1;Jerzy;m;2
1;Mabinty;w;2
1;Jesaja;m;2
1;Mace;w;2
1;Jeshua;m;2
1;Maja;w;2
1;Jibril;m;2
1;Malou;w;2
1;Jim;m;2
1;Margot;w;2
1;Joakin;m;2
1;Margret;w;2
1;Joaquin;m;2
1;Mariam;w;2
1;Joe;m;2
1;Mariel;w;2
1;John;m;2
1;Marieva;w;2
1;Jonne;m;2
1;Marina;w;2
1;Jordan;m;2
1;Maris;w;2
1;Josef;m;2
1;Marlena;w;2
1;Josua;m;2
1;Marlène;w;2
1;José;m;2
1;Marta;w;2
1;Joud;m;2
1;Martha;w;2
1;Justus;m;2
1;Martina;w;2
1;Józef;m;2
1;Mary;w;2
1;Jürgen;m;2
1;Matea;w;2
1;Kaan;m;2
1;Mathilde;w;2
1;Kai;m;2
1;Matting;w;2
1;Kalle;m;2
1;Maxime;w;2
1;Karan;m;2
1;Maya;w;2
1;Karani;m;2
1;Mbombo;w;2
1;Kaspar;m;2
1;Medina;w;2
1;Kazimierz;m;2
1;Mehesene;w;2
1;Kağan;m;2
1;Mejra;w;2
1;Keano;m;2
1;Melanie;w;2
1;Kemal;m;2
1;Melek;w;2
1;Keno;m;2
1;Meliha;w;2
1;Kerim;m;2
1;Melis;w;2
1;Khaled;m;2
1;Melisa;w;2
1;Kian;m;2
1;Melodie;w;2
1;Kilian;m;2
1;Memduha;w;2
1;Kjell;m;2
